MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Misc Val,Mo Sold,SalePrice
20,75.0,13125,6,5,215.0,994.0,0.0,484.0,1478.0,1493,0,0,1493,1.0,2,0,3,1,7,1,1997.0,2.0,508.0,140,39,0,0,0,0,4,208900
20,70.0,9135,7,5,113.0,810.0,0.0,726.0,1536.0,1536,0,0,1536,1.0,2,0,3,1,7,0,2002.0,2.0,532.0,192,74,0,0,0,0,12,214000
60,65.0,8450,7,5,196.0,706.0,0.0,150.0,856.0,856,854,0,1710,1.0,2,1,3,1,8,0,2003.0,2.0,548.0,0,61,0,0,0,0,2,208500
20,75.0,9750,7,5,50.0,24.0,0.0,1421.0,1445.0,1445,0,0,1445,0.0,2,0,3,1,6,0,2004.0,2.0,470.0,0,35,0,0,0,0,6,186500
20,65.0,8450,7,5,266.0,946.0,0.0,490.0,1436.0,1436,0,0,1436,1.0,2,0,3,1,8,0,2004.0,2.0,484.0,139,98,0,0,0,0,4,210000
60,64.0,8320,7,5,0.0,490.0,0.0,280.0,770.0,770,812,0,1582,0.0,2,1,3,1,6,0,2004.0,2.0,520.0,0,45,0,0,0,0,9,185900
20,85.0,11049,8,5,0.0,0.0,0.0,1234.0,1234.0,1234,0,0,1234,0.0,2,0,3,1,7,0,2007.0,2.0,484.0,0,30,0,0,0,0,1,179900
20,85.0,11058,7,6,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,0.0,2,0,3,1,6,0,2007.0,3.0,814.0,0,24,0,0,0,0,2,218836
20,74.0,9627,7,5,0.0,24.0,0.0,1327.0,1351.0,1361,0,0,1361,0.0,2,0,3,1,6,0,2007.0,2.0,610.0,0,50,0,0,0,0,6,193000
60,63.0,8199,7,5,0.0,648.0,0.0,80.0,728.0,728,728,0,1456,1.0,2,1,3,1,7,1,2005.0,2.0,410.0,36,18,0,0,0,0,10,189000
20,75.0,9825,5,5,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,0.0,1,0,3,1,6,0,1966.0,1.0,264.0,259,0,0,0,161,0,4,123000
85,64.0,12102,5,5,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,0.0,1,0,3,1,6,0,1976.0,2.0,504.0,224,0,0,0,0,0,4,165000
20,65.0,6500,6,6,84.0,1033.0,0.0,94.0,1127.0,1127,0,0,1127,0.0,1,1,3,1,6,1,1991.0,2.0,480.0,0,0,138,0,0,0,5,135000
85,90.0,10012,4,5,0.0,920.0,180.0,38.0,1138.0,1181,0,0,1181,1.0,2,0,3,1,6,0,1974.0,2.0,588.0,0,0,180,0,0,0,4,137500
60,60.0,6931,7,5,92.0,0.0,0.0,746.0,746.0,760,896,0,1656,0.0,2,1,3,1,7,1,2003.0,2.0,397.0,178,128,0,0,0,0,7,165400
60,72.0,7200,6,7,0.0,288.0,0.0,396.0,684.0,684,714,0,1398,0.0,1,1,3,1,6,1,1976.0,2.0,440.0,0,0,0,0,0,0,2,160500
20,60.0,7024,4,5,0.0,1024.0,0.0,108.0,1132.0,1132,0,0,1132,1.0,1,1,2,1,5,0,2005.0,2.0,451.0,252,64,0,0,0,0,6,176000
180,35.0,3675,6,5,80.0,459.0,0.0,88.0,547.0,1072,0,0,1072,1.0,1,0,2,1,5,0,2005.0,2.0,525.0,0,28,0,0,0,0,6,148000
50,70.0,11767,5,6,0.0,352.0,0.0,416.0,768.0,768,432,0,1200,0.0,1,0,3,1,6,0,1946.0,1.0,240.0,0,0,0,0,0,0,5,130500
50,60.0,8172,4,6,0.0,0.0,0.0,941.0,941.0,997,473,0,1470,0.0,2,0,4,1,7,0,1958.0,1.0,548.0,0,0,0,0,156,0,5,135000
80,62.0,7692,4,6,0.0,0.0,0.0,416.0,416.0,1204,0,0,1204,0.0,1,0,3,1,6,0,1954.0,1.0,312.0,0,0,0,0,0,0,11,100000
30,67.0,5142,4,7,0.0,224.0,0.0,725.0,949.0,949,343,0,1292,0.0,1,1,3,1,6,0,1923.0,1.0,205.0,0,0,183,0,0,0,6,108000
50,60.0,8400,6,5,0.0,423.0,0.0,758.0,1181.0,1390,304,0,1694,0.0,2,0,4,1,7,1,1925.0,2.0,576.0,342,0,128,0,0,0,6,136500
30,60.0,7290,7,8,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,1424,0.0,2,0,2,1,7,1,1921.0,1.0,312.0,0,0,90,0,0,0,4,168000
70,63.0,15576,6,7,0.0,0.0,0.0,840.0,840.0,840,840,0,1680,0.0,2,0,4,1,8,0,1960.0,1.0,308.0,0,0,160,0,0,0,3,177000
50,63.0,15564,6,6,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,0.0,1,0,3,1,6,0,1994.0,2.0,400.0,424,0,0,0,0,400,1,147500
30,52.0,6292,6,5,0.0,384.0,0.0,384.0,768.0,790,0,0,790,0.0,1,0,2,1,4,0,1925.0,1.0,160.0,0,141,0,0,0,0,4,91000
70,60.0,7200,7,6,0.0,0.0,0.0,776.0,776.0,851,651,0,1502,0.0,1,1,3,1,6,1,1931.0,1.0,270.0,0,0,112,0,0,0,2,149000
70,74.0,11988,6,7,0.0,326.0,0.0,389.0,715.0,849,811,0,1660,0.0,1,1,3,1,6,1,1939.0,1.0,240.0,0,0,0,0,0,0,8,188700
70,100.0,9670,8,6,40.0,210.0,0.0,398.0,608.0,983,890,0,1873,0.0,1,1,4,1,9,2,1935.0,2.0,786.0,0,0,207,0,0,0,6,257076
160,24.0,1879,6,6,0.0,366.0,0.0,150.0,516.0,516,516,0,1032,0.0,1,0,2,1,5,1,1980.0,2.0,462.0,213,0,0,0,0,0,12,116500
30,50.0,7000,6,8,0.0,299.0,40.0,555.0,894.0,919,0,0,919,1.0,1,0,2,1,5,0,1926.0,1.0,195.0,0,0,116,0,0,0,7,126000
50,60.0,6000,6,8,0.0,0.0,0.0,720.0,720.0,760,330,0,1090,0.0,1,0,3,1,5,0,1940.0,1.0,240.0,0,0,0,0,0,0,7,120000
30,71.0,6900,5,6,0.0,403.0,125.0,212.0,740.0,778,0,0,778,0.0,1,0,2,1,4,1,1966.0,1.0,924.0,0,25,0,0,0,0,2,120500
80,75.0,6000,5,5,0.0,257.0,0.0,367.0,624.0,1092,564,0,1656,0.0,1,1,3,1,7,1,1967.0,1.0,288.0,0,180,0,0,100,0,7,126000
30,60.0,7392,5,7,0.0,0.0,0.0,520.0,520.0,912,0,0,912,0.0,1,0,2,1,5,0,1934.0,1.0,360.0,0,90,0,0,0,0,5,99500
50,75.0,9000,5,5,162.0,330.0,0.0,821.0,1151.0,1151,804,0,1955,0.0,2,0,4,1,7,0,1958.0,1.0,356.0,0,0,0,0,0,0,1,165500
70,50.0,8500,4,4,0.0,0.0,0.0,649.0,649.0,649,668,0,1317,0.0,1,0,3,1,6,0,1920.0,1.0,250.0,0,54,172,0,0,0,7,40000
50,52.0,5150,4,7,0.0,0.0,0.0,356.0,356.0,671,378,0,1049,0.0,1,0,2,1,5,0,1910.0,1.0,195.0,0,0,0,0,0,0,5,80900
70,60.0,9000,4,6,0.0,0.0,0.0,592.0,592.0,432,432,0,864,0.0,1,1,3,1,5,0,1920.0,1.0,216.0,0,30,160,0,0,0,6,65000
120,44.0,3811,7,5,174.0,1474.0,0.0,120.0,1594.0,1646,0,0,1646,1.0,2,0,2,1,5,1,2004.0,2.0,482.0,128,53,0,0,155,0,7,250000
120,44.0,3842,8,5,174.0,1373.0,0.0,221.0,1594.0,1646,0,0,1646,1.0,2,0,2,1,5,1,2004.0,2.0,482.0,128,53,0,0,155,0,1,275000
80,76.0,9880,6,6,0.0,522.0,0.0,574.0,1096.0,1118,0,0,1118,1.0,1,0,3,1,6,1,1977.0,1.0,358.0,203,0,0,0,0,0,7,171000
20,75.0,10125,6,6,0.0,641.0,279.0,276.0,1196.0,1279,0,0,1279,0.0,2,0,3,1,6,2,1980.0,2.0,473.0,238,83,0,0,0,0,2,171500
20,74.0,9990,4,5,0.0,1383.0,0.0,297.0,1680.0,1689,0,0,1689,1.0,2,0,3,1,6,1,1991.0,2.0,432.0,428,120,0,0,0,0,7,228500
120,42.0,4084,7,6,340.0,893.0,0.0,384.0,1277.0,1501,0,0,1501,1.0,2,0,2,1,6,1,1986.0,2.0,512.0,240,0,0,0,0,0,7,241500
20,74.0,11563,8,5,258.0,1036.0,0.0,482.0,1518.0,1537,0,0,1537,1.0,2,0,3,1,8,0,2007.0,3.0,788.0,0,26,0,0,0,0,4,294000
20,71.0,9520,8,5,338.0,1513.0,0.0,125.0,1638.0,1646,0,0,1646,1.0,2,0,3,1,7,1,2008.0,3.0,800.0,192,44,0,0,0,0,4,293077
60,107.0,12852,8,5,0.0,770.0,0.0,150.0,920.0,920,860,0,1780,1.0,2,1,3,1,6,1,2007.0,2.0,612.0,0,192,0,0,0,0,1,264966
80,73.0,9802,5,5,0.0,0.0,0.0,352.0,352.0,712,730,0,1442,0.0,2,1,3,1,6,0,2007.0,2.0,400.0,100,0,0,0,0,0,4,172500
60,81.0,12018,7,5,60.0,0.0,0.0,796.0,796.0,796,816,0,1612,0.0,2,1,3,1,6,0,2008.0,3.0,666.0,0,64,0,0,0,0,10,218689
20,75.0,12890,6,5,128.0,0.0,0.0,1495.0,1495.0,1495,0,0,1495,0.0,2,0,3,1,8,1,1989.0,2.0,438.0,252,0,192,0,0,0,7,150000
20,47.0,12416,6,5,132.0,1398.0,208.0,0.0,1606.0,1651,0,0,1651,1.0,2,0,3,1,7,1,1986.0,2.0,616.0,192,0,0,0,0,0,11,184000
20,93.0,18265,6,5,228.0,920.0,60.0,276.0,1256.0,1256,0,0,1256,0.0,2,0,3,1,6,1,1986.0,2.0,578.0,282,0,0,0,0,0,3,180000
80,85.0,10200,6,5,219.0,783.0,0.0,678.0,1461.0,1509,0,0,1509,1.0,2,0,3,1,5,1,1988.0,2.0,600.0,224,0,0,0,0,0,8,175000
20,82.0,11202,8,5,206.0,1029.0,0.0,403.0,1432.0,1440,0,0,1440,1.0,2,0,3,1,7,1,2003.0,2.0,467.0,185,95,0,0,0,0,6,232500
60,85.0,12244,8,5,226.0,871.0,0.0,611.0,1482.0,1482,780,0,2262,1.0,2,1,4,1,10,2,2003.0,3.0,749.0,168,0,0,0,0,0,8,305000
120,32.0,4500,6,5,197.0,864.0,0.0,325.0,1189.0,1189,0,0,1189,1.0,2,0,2,1,4,0,1997.0,2.0,392.0,0,122,0,0,0,0,4,160500
160,41.0,2665,5,7,0.0,318.0,0.0,232.0,550.0,925,550,0,1475,0.0,2,0,4,1,6,1,1976.0,1.0,336.0,92,26,0,0,0,0,5,129500
180,21.0,1974,4,7,0.0,501.0,0.0,25.0,526.0,526,462,0,988,1.0,1,0,2,1,5,0,1973.0,1.0,297.0,120,101,0,0,0,0,6,105000
20,100.0,21750,5,5,0.0,0.0,0.0,988.0,988.0,988,0,0,988,0.0,1,0,2,1,4,0,1954.0,2.0,520.0,0,0,0,0,0,0,2,113000
20,59.0,6490,5,7,0.0,534.0,0.0,282.0,816.0,816,0,0,816,0.0,1,0,2,1,4,0,1983.0,1.0,264.0,315,0,0,0,0,0,4,128500
20,37.0,6951,5,5,0.0,658.0,0.0,218.0,876.0,923,0,0,923,1.0,1,0,3,1,5,0,1984.0,1.0,264.0,362,0,0,0,0,0,10,119500
20,60.0,6600,5,8,0.0,816.0,0.0,0.0,816.0,816,0,0,816,1.0,1,0,2,1,4,0,1985.0,2.0,816.0,0,0,0,0,0,0,6,138000
20,60.0,6600,5,6,0.0,638.0,0.0,207.0,845.0,845,0,0,845,0.0,1,0,3,1,6,0,1982.0,1.0,264.0,0,0,0,0,0,0,7,134500
50,75.0,12508,6,7,0.0,660.0,0.0,323.0,983.0,983,767,0,1750,1.0,2,0,4,1,7,0,1989.0,1.0,423.0,245,0,156,0,0,1300,7,160000
20,74.0,12395,5,6,0.0,647.0,0.0,217.0,864.0,889,0,0,889,0.0,1,0,3,1,6,0,1984.0,2.0,484.0,0,0,0,0,0,0,4,137500
20,85.0,10667,6,6,302.0,838.0,0.0,749.0,1587.0,1587,0,0,1587,0.0,2,0,3,1,7,1,1971.0,2.0,525.0,0,44,0,0,0,0,3,167300
20,85.0,10628,7,5,0.0,778.0,0.0,499.0,1277.0,1277,0,0,1277,1.0,1,0,2,1,5,1,1970.0,2.0,526.0,0,0,0,0,176,0,4,167000
60,57.0,8773,6,5,0.0,0.0,0.0,916.0,916.0,916,684,0,1600,0.0,2,1,3,1,7,1,1997.0,2.0,460.0,100,38,0,0,0,0,8,169000
80,56.0,8872,6,5,0.0,0.0,0.0,384.0,384.0,754,630,0,1384,0.0,2,1,3,1,7,1,1997.0,2.0,390.0,0,0,0,0,0,0,3,161500
120,41.0,5330,8,5,0.0,1196.0,0.0,298.0,1494.0,1652,0,0,1652,1.0,2,0,2,1,6,0,2000.0,2.0,499.0,96,48,0,0,0,0,8,251000
60,63.0,7875,7,5,0.0,414.0,0.0,277.0,691.0,691,862,0,1553,0.0,2,1,3,1,6,0,1996.0,2.0,420.0,0,44,0,0,0,0,8,178750
20,63.0,7875,7,5,38.0,0.0,0.0,1237.0,1237.0,1253,0,0,1253,0.0,2,0,3,1,6,1,1995.0,2.0,402.0,220,21,0,0,0,0,6,176000
60,60.0,7500,6,5,0.0,0.0,0.0,938.0,938.0,957,1342,0,2299,0.0,3,1,5,1,7,1,1999.0,2.0,482.0,188,30,0,0,0,0,8,204000
120,38.0,4740,8,5,0.0,248.0,0.0,918.0,1166.0,1179,0,0,1179,1.0,2,0,2,1,5,0,1988.0,2.0,480.0,0,108,0,0,135,0,10,182000
120,35.0,5118,8,5,0.0,926.0,0.0,386.0,1312.0,1321,0,0,1321,1.0,1,0,1,1,4,1,1990.0,2.0,484.0,0,64,140,0,0,0,8,212000
20,86.0,14157,9,5,200.0,1249.0,0.0,673.0,1922.0,1922,0,0,1922,1.0,2,0,3,1,8,1,2005.0,3.0,676.0,178,51,0,0,0,0,7,377426
60,98.0,12328,8,5,146.0,986.0,0.0,163.0,1149.0,1164,1377,0,2541,1.0,3,1,4,1,10,1,2005.0,3.0,729.0,120,32,0,0,0,0,7,349265
120,61.0,8035,9,5,165.0,797.0,0.0,815.0,1612.0,1612,0,0,1612,1.0,2,0,2,1,6,1,2006.0,2.0,556.0,0,164,0,0,0,0,3,319900
20,60.0,8089,8,6,0.0,945.0,0.0,474.0,1419.0,1419,0,0,1419,1.0,2,0,2,1,7,1,2007.0,2.0,567.0,140,0,0,0,0,0,10,392000
80,78.0,12090,6,7,74.0,0.0,0.0,585.0,585.0,1140,728,0,1868,0.0,3,1,3,1,7,1,1984.0,2.0,477.0,268,112,0,0,147,0,1,178000
60,78.0,12090,7,7,306.0,321.0,0.0,404.0,725.0,725,754,0,1479,0.0,2,1,3,1,6,1,1981.0,2.0,484.0,167,72,0,0,0,0,3,176000
20,93.0,12299,7,6,67.0,1328.0,0.0,201.0,1529.0,1664,0,0,1664,1.0,2,0,3,1,7,1,1978.0,2.0,663.0,0,0,0,0,0,0,9,213000
60,61.0,11339,7,5,549.0,758.0,0.0,22.0,780.0,1085,845,0,1930,1.0,2,1,4,1,9,1,1979.0,2.0,481.0,192,72,0,0,0,0,3,192000
20,79.0,11850,6,6,98.0,781.0,0.0,372.0,1153.0,1177,0,0,1177,0.0,2,0,3,1,6,0,1984.0,2.0,495.0,204,103,0,0,0,0,8,151500
20,80.0,10400,6,5,253.0,903.0,0.0,356.0,1259.0,1353,0,0,1353,1.0,2,0,2,1,5,1,1979.0,2.0,478.0,240,141,0,0,0,0,8,192350
60,80.0,10793,5,5,263.0,493.0,287.0,0.0,780.0,780,840,0,1620,0.0,2,1,4,1,7,0,1969.0,2.0,462.0,208,0,0,0,0,0,4,152000
20,70.0,12243,5,6,0.0,998.0,0.0,486.0,1484.0,1484,0,0,1484,0.0,2,0,3,1,7,1,1971.0,2.0,487.0,224,0,0,0,180,0,2,175000
60,80.0,8000,6,6,0.0,931.0,153.0,0.0,1084.0,1084,793,0,1877,1.0,2,1,4,1,8,1,1974.0,2.0,488.0,0,96,0,0,0,0,11,178900
80,70.0,10500,5,7,82.0,349.0,0.0,23.0,372.0,576,533,0,1109,0.0,1,0,3,1,5,0,1971.0,1.0,288.0,35,0,0,0,0,0,12,139000
20,63.0,9457,5,6,0.0,566.0,0.0,359.0,925.0,1422,0,0,1422,1.0,1,0,3,1,7,0,1988.0,2.0,576.0,252,0,0,0,0,0,9,155000
20,61.0,9758,5,5,0.0,412.0,287.0,251.0,950.0,950,0,0,950,0.0,1,0,3,1,5,0,1981.0,1.0,280.0,0,0,0,0,0,0,7,119500
20,60.0,9000,4,6,0.0,616.0,0.0,248.0,864.0,864,0,0,864,0.0,1,0,3,1,5,0,1974.0,2.0,528.0,0,0,0,0,0,0,5,120500
120,34.0,4058,7,5,182.0,584.0,139.0,0.0,723.0,767,0,0,767,1.0,1,0,1,1,4,0,1998.0,1.0,367.0,120,40,0,0,0,0,6,133000
120,33.0,4113,6,5,0.0,0.0,0.0,1337.0,1337.0,1337,0,0,1337,0.0,2,0,2,1,5,1,2001.0,2.0,511.0,136,68,0,0,0,0,7,155000
120,26.0,10943,6,5,0.0,930.0,0.0,475.0,1405.0,1337,0,0,1337,1.0,2,0,2,1,5,1,1997.0,2.0,522.0,0,68,0,0,0,0,10,177000
160,21.0,2205,6,6,567.0,312.0,0.0,213.0,525.0,525,567,0,1092,0.0,1,1,3,1,6,0,1973.0,1.0,264.0,144,0,0,0,0,0,2,113500
160,21.0,1890,6,5,285.0,356.0,0.0,316.0,672.0,672,546,0,1218,0.0,1,1,3,1,7,0,1973.0,1.0,264.0,144,28,0,0,0,0,5,113000
160,21.0,2058,6,5,265.0,0.0,0.0,672.0,672.0,672,546,0,1218,0.0,1,1,4,1,7,0,1973.0,1.0,264.0,0,28,0,0,0,0,12,113700
160,24.0,2016,5,5,304.0,0.0,0.0,630.0,630.0,630,672,0,1302,0.0,2,1,3,1,6,0,1970.0,2.0,440.0,0,0,0,0,0,0,4,106000
160,24.0,1920,5,5,376.0,471.0,0.0,294.0,765.0,765,600,0,1365,1.0,1,1,2,1,6,0,1971.0,2.0,440.0,240,36,0,0,0,0,8,122500
160,24.0,2308,6,6,0.0,556.0,0.0,248.0,804.0,804,744,0,1548,1.0,2,1,3,1,7,1,1976.0,2.0,440.0,48,0,0,0,0,0,7,155000
120,24.0,2304,7,7,0.0,632.0,6.0,423.0,1061.0,1055,0,0,1055,0.0,2,0,2,1,4,0,1978.0,1.0,319.0,108,32,0,0,0,0,4,142500
20,65.0,7150,5,6,52.0,725.0,0.0,263.0,988.0,988,0,0,988,1.0,1,0,3,1,5,0,1974.0,1.0,360.0,0,0,0,0,0,0,11,129250
20,96.0,12469,9,5,378.0,1151.0,0.0,639.0,1790.0,1816,0,0,1816,1.0,2,0,3,1,7,1,2007.0,3.0,730.0,186,36,0,0,0,0,8,356000
20,93.0,12030,8,5,254.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,0.0,2,0,3,1,7,0,2007.0,3.0,818.0,168,228,0,0,0,0,12,318000
20,91.0,11825,8,5,302.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,0.0,2,0,3,1,7,1,2006.0,3.0,856.0,0,112,0,0,0,0,6,322400
20,93.0,12085,8,5,328.0,1004.0,0.0,730.0,1734.0,1734,0,0,1734,1.0,2,0,3,1,7,1,2007.0,3.0,928.0,0,0,0,0,0,0,11,318000
20,110.0,14333,8,5,0.0,1518.0,0.0,590.0,2108.0,2122,0,0,2122,1.0,2,1,2,1,7,1,2007.0,3.0,938.0,130,142,0,0,0,0,11,345474
60,110.0,13440,8,5,190.0,0.0,0.0,1108.0,1108.0,1148,1402,0,2550,0.0,2,1,4,1,11,1,2006.0,3.0,670.0,120,39,0,0,0,0,3,338931
60,109.0,14154,7,5,350.0,0.0,0.0,1063.0,1063.0,1071,1101,0,2172,0.0,2,1,3,1,9,1,2006.0,3.0,947.0,192,62,0,0,0,0,8,280000
20,98.0,11428,8,5,248.0,0.0,0.0,1626.0,1626.0,1634,0,0,1634,0.0,2,0,3,1,7,1,2006.0,3.0,866.0,0,44,0,0,0,0,5,250000
60,118.0,13654,9,5,365.0,0.0,0.0,1704.0,1704.0,1722,1036,0,2758,0.0,2,1,4,1,9,1,2005.0,3.0,814.0,282,55,0,0,0,0,5,418000
60,76.0,9591,8,5,344.0,0.0,0.0,1143.0,1143.0,1143,1330,0,2473,0.0,2,1,4,1,9,1,2004.0,3.0,852.0,192,151,0,0,0,0,10,317000
60,82.0,9709,8,5,120.0,778.0,0.0,140.0,918.0,958,1142,0,2100,1.0,2,1,3,1,8,2,2007.0,3.0,786.0,172,104,0,0,0,0,9,319500
60,86.0,10562,8,5,300.0,1288.0,0.0,294.0,1582.0,1610,551,0,2161,1.0,1,1,3,1,8,1,2007.0,3.0,789.0,178,120,0,0,0,0,11,325624
20,94.0,13615,9,5,510.0,0.0,0.0,1802.0,1802.0,1802,0,0,1802,0.0,2,1,3,1,7,1,2006.0,3.0,843.0,158,105,0,0,0,0,6,372000
60,99.0,13069,8,5,502.0,0.0,0.0,1706.0,1706.0,1718,1238,0,2956,0.0,2,1,5,1,11,1,2004.0,3.0,916.0,194,50,0,0,0,0,8,342000
60,99.0,12099,8,5,388.0,970.0,0.0,166.0,1136.0,1136,1332,0,2468,1.0,2,1,4,1,10,1,2004.0,3.0,872.0,184,154,0,0,0,0,6,354000
60,110.0,14277,8,5,280.0,938.0,0.0,379.0,1317.0,1217,1168,0,2385,1.0,2,1,3,1,7,1,2003.0,3.0,818.0,192,228,0,0,0,0,1,350000
60,93.0,11999,8,5,340.0,0.0,0.0,1181.0,1181.0,1234,1140,0,2374,0.0,2,1,4,1,10,1,2003.0,3.0,656.0,104,100,0,0,0,0,5,285000
20,70.0,9926,7,5,210.0,1178.0,0.0,436.0,1614.0,1614,0,0,1614,1.0,2,0,3,1,7,0,2005.0,3.0,878.0,100,38,0,0,0,0,5,245700
20,71.0,9254,8,5,210.0,119.0,0.0,1602.0,1721.0,1721,0,0,1721,1.0,2,0,3,1,7,0,2005.0,2.0,554.0,168,27,0,0,0,0,1,232698
60,92.0,10732,8,5,0.0,0.0,0.0,1298.0,1298.0,1298,530,0,1828,0.0,2,1,3,1,7,0,2006.0,3.0,876.0,0,40,0,0,0,0,2,250000
120,61.0,7577,6,5,256.0,20.0,0.0,1342.0,1362.0,1362,0,0,1362,0.0,2,0,2,1,6,1,2005.0,2.0,460.0,192,28,0,0,0,0,6,194700
120,34.0,3901,6,5,182.0,866.0,0.0,436.0,1302.0,1302,0,0,1302,1.0,1,1,1,1,5,1,2005.0,2.0,631.0,110,50,0,0,0,0,8,204000
120,34.0,3903,6,5,182.0,1030.0,0.0,272.0,1302.0,1302,0,0,1302,1.0,1,1,1,1,5,1,2005.0,2.0,631.0,110,50,0,0,0,0,5,200000
120,41.0,6289,6,5,256.0,762.0,0.0,600.0,1362.0,1362,0,0,1362,1.0,2,0,2,1,6,1,2005.0,2.0,460.0,192,28,0,0,0,0,6,207000
120,34.0,4590,8,5,108.0,24.0,0.0,1530.0,1554.0,1554,0,0,1554,0.0,2,0,2,1,6,1,2006.0,2.0,627.0,156,73,0,0,0,0,8,209500
120,34.0,4590,8,5,108.0,24.0,0.0,1530.0,1554.0,1554,0,0,1554,0.0,2,0,2,1,6,1,2006.0,2.0,627.0,156,73,0,0,0,0,5,209500
120,44.0,6442,8,5,178.0,24.0,0.0,1346.0,1370.0,1370,0,0,1370,0.0,2,0,2,1,6,1,2006.0,2.0,484.0,120,49,0,0,0,0,10,202500
120,48.0,7841,9,5,394.0,848.0,0.0,729.0,1577.0,1577,0,0,1577,1.0,2,0,2,1,6,1,2005.0,2.0,564.0,203,39,0,0,0,0,5,280000
120,60.0,7313,9,5,246.0,1153.0,0.0,408.0,1561.0,1561,0,0,1561,1.0,2,0,2,1,6,1,2005.0,2.0,556.0,203,47,0,0,0,0,8,277500
120,68.0,7820,9,5,362.0,0.0,0.0,1869.0,1869.0,1869,0,0,1869,0.0,2,0,2,1,6,1,2007.0,2.0,617.0,210,54,0,0,0,0,12,318061
120,48.0,6240,8,5,176.0,24.0,0.0,1300.0,1324.0,1324,0,0,1324,0.0,2,0,2,1,6,1,2006.0,2.0,550.0,0,38,0,0,0,0,9,221370
120,48.0,3242,7,5,235.0,1000.0,0.0,405.0,1405.0,1405,0,0,1405,1.0,2,0,2,1,6,1,2003.0,2.0,478.0,136,36,0,0,0,0,3,200000
60,65.0,10237,6,5,0.0,0.0,0.0,768.0,768.0,768,768,0,1536,0.0,2,1,3,1,6,1,2005.0,2.0,400.0,100,38,0,0,0,0,6,176000
60,65.0,10237,6,5,0.0,0.0,0.0,783.0,783.0,783,701,0,1484,0.0,2,1,3,1,8,1,2005.0,2.0,393.0,0,72,0,0,0,0,7,178900
60,58.0,13204,7,5,44.0,0.0,0.0,608.0,608.0,608,850,0,1458,0.0,2,0,3,1,6,0,2007.0,2.0,454.0,100,33,0,0,0,0,5,168165
60,62.0,8857,6,5,0.0,0.0,0.0,738.0,738.0,738,757,0,1495,0.0,2,1,3,1,7,1,2006.0,2.0,440.0,100,30,0,0,0,0,3,171925
60,63.0,9729,6,5,0.0,0.0,0.0,698.0,698.0,698,1048,0,1746,1.0,2,1,3,1,6,1,2007.0,3.0,350.0,0,34,0,0,0,0,6,198444
60,65.0,9018,7,5,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,2,1,3,1,8,1,2007.0,2.0,400.0,100,24,0,0,0,0,7,179540
20,73.0,8993,7,5,0.0,0.0,0.0,1302.0,1302.0,1302,0,0,1302,0.0,2,0,3,1,6,0,2007.0,2.0,436.0,0,22,0,0,0,0,8,176485
20,73.0,8899,7,5,0.0,24.0,0.0,1316.0,1340.0,1340,0,0,1340,0.0,2,0,3,1,6,0,2007.0,2.0,396.0,100,30,0,0,0,0,8,181134
60,73.0,8499,6,5,0.0,0.0,0.0,616.0,616.0,616,796,0,1412,0.0,2,1,3,1,6,1,2007.0,2.0,432.0,0,36,0,0,0,0,3,156932
60,72.0,8229,6,5,22.0,0.0,0.0,752.0,752.0,752,752,0,1504,0.0,2,1,3,1,6,0,2007.0,2.0,440.0,100,32,0,0,0,0,12,166000
60,64.0,7713,7,5,16.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,2,1,3,1,7,0,2007.0,2.0,400.0,100,24,0,0,0,0,7,177594
20,64.0,7697,7,6,0.0,0.0,0.0,1246.0,1246.0,1258,0,0,1258,0.0,2,0,3,1,6,0,2007.0,2.0,462.0,0,0,0,0,0,0,8,173500
120,53.0,3922,7,5,72.0,0.0,0.0,1258.0,1258.0,1258,0,0,1258,0.0,2,0,2,1,6,1,2007.0,3.0,648.0,144,16,0,0,0,0,6,172500
20,53.0,3710,7,5,16.0,0.0,0.0,1266.0,1266.0,1266,0,0,1266,0.0,2,0,2,1,6,1,2007.0,2.0,388.0,100,16,0,0,0,0,8,185485
80,65.0,16219,7,5,0.0,779.0,0.0,56.0,835.0,1119,0,0,1119,1.0,2,0,2,1,5,0,2004.0,2.0,437.0,100,24,0,0,0,0,4,188500
80,87.0,11084,7,5,0.0,192.0,0.0,192.0,384.0,744,630,0,1374,1.0,2,1,3,1,8,1,2004.0,2.0,400.0,100,0,0,0,0,0,6,175000
